track_name,track_popularity,playlist_genre,duration_ms,track_album_release_year,track_album_release_month,feature,value
Freaking Out Loud,21,rock,200400,2019,11,acousticness,0.000459
Better Off,48,rock,197466,2019,12,acousticness,0.00169
Electric Worry - The Weathermaker Vault Series,36,rock,335697,2019,9,acousticness,0.0113
Never Die (A Song for Marcel),39,rock,192000,2019,12,acousticness,0.00727
So Careless,41,rock,202648,2019,11,acousticness,0.0073
Be Cowboy (PBR Anthem),41,rock,159759,2019,10,acousticness,0.00112
Bråtebrann,45,rock,418438,2019,11,acousticness,5.89e-05
Ain`t Gonna Stop (Until I Stop It),34,rock,169802,2019,12,acousticness,0.00235
Dislocated,42,rock,351961,2019,2,acousticness,6.42e-06
Reptile,34,rock,204874,2019,1,acousticness,0.000272
Blackened Eyes,39,rock,208736,2019,11,acousticness,2.26e-05
Righteous Days,38,rock,218823,2019,10,acousticness,0.00197
Insanity,37,rock,283295,2019,11,acousticness,0.000715
This Is Our City,46,rock,185285,2019,10,acousticness,0.333
When the Heartache Has Gone,38,rock,280904,2019,11,acousticness,0.000374
Home,37,rock,250612,2019,10,acousticness,6.06e-05
In the Shadows,35,rock,266703,2019,11,acousticness,1.13e-05
White Lines,38,rock,261112,2019,9,acousticness,1.29e-05
Heart Shaped Ashes,37,rock,241680,2019,11,acousticness,0.000256
Here Comes the King,37,rock,403506,2019,10,acousticness,0.000367
Lead Boots,10,rock,218900,2019,11,acousticness,9.74e-06
Hear Me,31,rock,219725,2019,10,acousticness,3.41e-05
The Truth Ain't What It Used To Be,10,rock,210987,2019,10,acousticness,0.002
Hail the End of Days,33,rock,254367,2019,9,acousticness,1.48e-05
PIERREPOINT,34,rock,203617,2019,10,acousticness,5.14e-05
Can't Stop Rock & Roll,11,rock,219307,2019,7,acousticness,0.000951
Dying Light,17,rock,346793,2019,10,acousticness,6.09e-05
Come Get Your Coat,39,rock,268813,2019,9,acousticness,0.000107
Fuck Everybody,45,rock,220016,2019,9,acousticness,0.00223
One Way Out,44,rock,201769,2019,7,acousticness,8.83e-05
Talk to Me,42,rock,219795,2019,9,acousticness,0.000367
Anna-Leigh,12,rock,194853,2019,5,acousticness,0.00102
Tonight the Moonlight Let Me Down,33,rock,234056,2019,9,acousticness,0.00994
Shut Up & Kiss Me,40,rock,217333,2019,2,acousticness,8.02e-05
Any Other Way,32,rock,203407,2019,8,acousticness,0.00143
These Old Boots,31,rock,304580,2019,8,acousticness,6.81e-06
Blood of Babylon,22,rock,198853,2019,9,acousticness,4.67e-05
Where Angels Fear To Tread - Single Version,43,rock,211762,2019,6,acousticness,0.0027
Cheapside Sloggers (feat. Gary Holt),48,rock,232107,2019,7,acousticness,8.95e-05
Destitute,35,rock,239878,2019,6,acousticness,4.87e-05
Purpose For Pain,11,rock,198573,2019,5,acousticness,0.000647
Libertine,39,rock,268627,2019,6,acousticness,1.33e-05
Tommy Gun,33,rock,191957,2019,7,acousticness,1.13e-05
Vultures,40,rock,165055,2019,6,acousticness,0.00171
Burning Star,32,rock,221033,2019,4,acousticness,0.000261
United,40,rock,228600,2019,7,acousticness,0.0116
A Death In The Family,43,rock,198358,2019,6,acousticness,5.07e-05
Life's a Bitch,48,rock,226093,2019,4,acousticness,0.000719
Can't Sleep,36,rock,281962,2019,6,acousticness,0.000585
Overboard,10,rock,280573,2019,6,acousticness,7.35e-06
When I'm Gone,8,rock,205091,2019,3,acousticness,0.000308
Rising Power,34,rock,164307,2019,3,acousticness,0.00288
Affirmation,33,rock,199973,2019,5,acousticness,0.000948
What Is Wrong,41,rock,201972,2019,5,acousticness,0.000138
The Storm,36,rock,257560,2019,5,acousticness,0.00373
Silent Thunder,35,rock,308971,2019,5,acousticness,0.00386
Good Morning Midnight,41,rock,178507,2019,1,acousticness,0.00161
Mouthbreathers Inc.,18,rock,186167,2019,4,acousticness,0.0176
I'm In A Band,6,rock,238341,2019,3,acousticness,0.00155
Gimme Love,30,rock,201467,2019,2,acousticness,1.05e-05
Warpaint,3,rock,232067,2019,2,acousticness,0.00925
Leaders of Tomorrow,44,rock,236867,2019,1,acousticness,0.0195
Pathetic,36,rock,236913,2019,11,acousticness,0.000249
Trial by Fire,37,rock,222840,2019,10,acousticness,4.08e-05
Break on Through (To the Other Side) [feat. Andy James],36,rock,156500,2019,11,acousticness,0.000102
Undead,21,rock,221560,2019,12,acousticness,8.28e-06
The Wolf You Feed,40,rock,246637,2019,12,acousticness,0.000717
The Halo Project: Rewired [Radio Edit],33,rock,216001,2019,7,acousticness,0.0316
Dig Your Grave,26,rock,164929,2019,12,acousticness,2.78e-05
Me Against the World,42,rock,214007,2019,9,acousticness,0.000519
Flare of Defiance,41,rock,263077,2019,6,acousticness,0.000116
Soul Sister Retribution,29,rock,206187,2019,5,acousticness,0.00372
Apathy Killed the Artist,7,rock,289533,2019,9,acousticness,0.000279
You,31,rock,206700,2019,10,acousticness,0.00287
Paranoia,38,rock,230000,2019,11,acousticness,5.76e-05
Uncanny Valley,19,rock,227370,2019,9,acousticness,0.00697
When You Come Around,22,rock,175588,2019,10,acousticness,0.000157
Dimensions,23,rock,244235,2019,9,acousticness,0.000367
The Tethered,30,rock,258738,2019,10,acousticness,0.00155
Black Tongues,26,rock,201796,2019,10,acousticness,0.000252
Falling Apart,31,rock,222200,2019,10,acousticness,0.000845
Glory,71,rock,166693,2019,2,acousticness,0.111
Wild Fire,20,rock,184131,2019,3,acousticness,0.0206
Between Empathy & Apathy,33,rock,227824,2019,10,acousticness,2.54e-05
Half. Awake,18,rock,229500,2019,5,acousticness,2.69e-05
Medicine,27,rock,230722,2019,10,acousticness,0.00533
Follow the Blind,18,rock,251528,2019,10,acousticness,0.000403
Peace in Misery,25,rock,218595,2019,10,acousticness,0.000852
As the Other Closed,18,rock,170373,2019,9,acousticness,8.28e-06
18/5/15,17,rock,172053,2019,9,acousticness,1.05e-05
More Than Animals,26,rock,177857,2019,5,acousticness,7.82e-05
Hitcher,36,rock,212613,2019,8,acousticness,2.31e-05
Still Alive,33,rock,184402,2019,10,acousticness,0.000129
Battle Inside,32,rock,194392,2019,10,acousticness,0.00074
Override,24,rock,244075,2019,10,acousticness,4.27e-05
Luddite,19,rock,170586,2019,4,acousticness,0.000241
At the Wheel,39,rock,232927,2019,11,acousticness,0.00181
For the future generation,27,rock,178789,2019,11,acousticness,0.00348
We Are the Youth,31,rock,219409,2019,12,acousticness,0.00148
Three Way Ride,42,rock,224173,2019,11,acousticness,0.00873
Zero Gravity,17,rock,207536,2019,10,acousticness,0.000107
Night on Fire,37,rock,223380,2019,11,acousticness,0.115
Our Revolution,26,rock,237558,2019,6,acousticness,0.0027
Hollow Bastion,44,rock,204125,2019,12,acousticness,4.52e-05
Electric,23,rock,291360,2019,3,acousticness,0.000112
Can't Hold On,23,rock,227260,2019,12,acousticness,0.00212
Wide Awake,36,rock,199614,2019,11,acousticness,1.64e-05
Inside Out,69,rock,226349,2019,12,acousticness,0.00191
Dead Machine,41,rock,166688,2019,7,acousticness,0.000505
At Your Altar,20,rock,190213,2019,3,acousticness,0.000216
ONE OF US,58,rock,204267,2019,1,acousticness,0.00119
P Is for Pompeii,25,rock,210036,2019,5,acousticness,0.000786
Resentment,70,rock,227267,2019,11,acousticness,8.63e-05
The Warlock,30,rock,163826,2019,9,acousticness,0.000257
wonderful life (feat. Dani Filth),62,rock,274403,2019,1,acousticness,0.000416
Back Foot,53,rock,188653,2019,6,acousticness,0.00619
Low,62,rock,227093,2019,8,acousticness,1.25e-05
Faint,57,rock,165747,2019,4,acousticness,0.00151
Wasted,34,rock,227911,2019,9,acousticness,0.000102
So Far Down,30,rock,204802,2019,3,acousticness,0.000101
Bow Down,69,rock,242680,2019,3,acousticness,5.36e-05
Unsainted,77,rock,260773,2019,8,acousticness,0.000118
You'll Never Find Me,66,rock,220881,2019,9,acousticness,9.07e-05
Welcome Home,49,rock,272503,2019,9,acousticness,0.000484
Cross Off,51,rock,253446,2019,3,acousticness,0.0001
Who I Am,58,rock,221760,2019,8,acousticness,0.000909
MZRY,51,rock,244615,2019,7,acousticness,0.000778
Run,26,rock,262190,2019,11,acousticness,0.00447
Daddys Little Evil,16,rock,208257,2019,10,acousticness,0.0104
Firecracker,14,rock,200854,2019,12,acousticness,0.00239
Blame,41,rock,163781,2019,10,acousticness,0.000757
The Throne,14,rock,255313,2019,10,acousticness,0.00733
Dream On,14,rock,198800,2019,10,acousticness,4.23e-05
In a City,30,rock,218609,2019,10,acousticness,0.0719
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),64,rock,317078,2019,12,acousticness,0.0221
"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",60,rock,274615,2019,4,acousticness,0.0018
Oh My God,52,rock,252689,2019,6,acousticness,0.000368
Burn,25,rock,223720,2019,2,acousticness,4.8e-05
Truth To the Weak (Not Built To Collapse),39,rock,217133,2019,7,acousticness,0.0389
Ambush,15,rock,200410,2019,3,acousticness,0.00147
Renegade Music,50,rock,203921,2019,1,acousticness,0.000155
333,38,rock,196587,2019,3,acousticness,0.00067
TV Dinner,30,rock,115000,2019,10,acousticness,0.00366
Stuck in My Head,9,rock,186000,2019,10,acousticness,0.865
Lost 蛇,50,rock,213830,2019,12,acousticness,6.19e-05
Medisin,46,rock,135115,2019,7,acousticness,0.00719
Devil’s Den 鬼,38,rock,217350,2019,7,acousticness,0.000109
Devil's Den (Remix),40,rock,157370,2019,5,acousticness,0.605
YOU & I,43,rock,238835,2019,12,acousticness,9.43e-05
Inner Hell,26,rock,256000,2019,12,acousticness,1.22e-05
Summiteer,45,rock,191250,2019,12,acousticness,9.12e-05
Pavement,38,rock,213281,2019,11,acousticness,0.000858
Uni,40,rock,217500,2019,11,acousticness,0.000254
Emerge,33,rock,252409,2019,11,acousticness,2.95e-05
G X D S ?,37,rock,169955,2019,1,acousticness,0.0267
I Got It,33,rock,134400,2019,6,acousticness,0.167
Beauty Queen,39,rock,214384,2019,12,acousticness,0.00886
Eléktron - Ao Vivo,24,rock,265695,2019,2,acousticness,0.274
I Take Everything I Can,28,rock,241198,2019,10,acousticness,0.00312
Empires,28,rock,217200,2019,10,acousticness,2.16e-06
MisGuided,34,rock,227663,2019,8,acousticness,6.88e-05
Bad Guy,25,rock,196572,2019,8,acousticness,0.00117
We Built This City,35,rock,292667,2019,11,acousticness,0.0112
Recoiled,36,rock,215520,2019,11,acousticness,0.000166
Quid Pro Quo,35,rock,219253,2019,11,acousticness,5.86e-05
Out of Place,33,rock,189032,2019,9,acousticness,0.0665
Bangladesh,27,rock,229000,2019,9,acousticness,0.00404
Fugados del Blister,29,rock,206000,2019,9,acousticness,0.00875
Survivor's Guilt,21,rock,242625,2019,10,acousticness,0.00291
Even Angels,39,rock,232220,2019,9,acousticness,0.127
She's High Again,40,rock,219337,2019,10,acousticness,0.124
Como Vos,31,rock,191583,2019,9,acousticness,0.000998
On the Line,29,rock,201267,2019,11,acousticness,0.935
Ramona,30,rock,164280,2019,11,acousticness,0.609
Success,29,rock,195612,2019,9,acousticness,0.0061
Bubblegum,30,rock,186251,2019,3,acousticness,0.018
Walking Down The Road,36,rock,156087,2019,10,acousticness,0.284
I'll Always Be Your Fool,36,rock,203154,2019,10,acousticness,0.628
Time,35,rock,239375,2019,10,acousticness,0.014
'Til the Cows Come Home,30,rock,199800,2019,3,acousticness,0.0111
Drive,34,rock,203747,2019,8,acousticness,0.0108
Running in Circles,23,rock,238080,2019,11,acousticness,0.429
Chance,16,rock,142452,2019,11,acousticness,0.0682
Countdown,26,rock,247225,2019,11,acousticness,0.179
Out of Sight,21,rock,213625,2019,11,acousticness,0.00535
Picture,25,rock,270308,2019,11,acousticness,0.0391
Strangers After,21,rock,229603,2019,11,acousticness,0.0115
Hard Luck,21,rock,176687,2019,11,acousticness,0.00887
This Is Living,21,rock,201700,2019,11,acousticness,0.00675
Drink,23,rock,254240,2019,9,acousticness,0.000218
You're Never Gonna Like Me,17,rock,241667,2019,9,acousticness,1.44e-05
Suicide (Gonna Make Its Call),23,rock,272920,2019,9,acousticness,1.64e-05
Bloodstained,33,rock,200680,2019,2,acousticness,0.238
Like You,32,rock,230924,2019,2,acousticness,0.0144
Demons,29,rock,317519,2019,8,acousticness,8.26e-05
All over the World,29,rock,212246,2019,8,acousticness,0.00158
Dreaming of You,27,rock,222669,2019,8,acousticness,0.000217
349,18,rock,224496,2019,11,acousticness,1.24e-05
Confessions,18,rock,225250,2019,9,acousticness,2.32e-05
Insanity,20,rock,216214,2019,9,acousticness,2.55e-05
Una Vez Más,21,rock,210074,2019,4,acousticness,8.93e-05
Ugly,21,rock,145169,2019,3,acousticness,0.00234
Gave 'em Love,21,rock,171119,2019,3,acousticness,0.0743
Teenagers,21,rock,138898,2019,3,acousticness,0.514
Don't Surrender,25,rock,173000,2019,12,acousticness,0.00212
Messiah,44,latin,184200,2019,10,acousticness,0.0736
Never Alone,67,latin,176594,2019,9,acousticness,0.0559
Better Off Alone,56,latin,173500,2019,10,acousticness,0.0571
Are You Mine,54,latin,209477,2019,5,acousticness,0.104
What I'd Give,57,latin,191321,2019,9,acousticness,0.00761
Illuminate,47,latin,140164,2019,7,acousticness,0.0641
Moment,47,latin,190133,2019,10,acousticness,0.0014
Don't Let Go,50,latin,157500,2019,10,acousticness,0.445
Parecen Viernes,71,latin,268440,2019,5,acousticness,0.287
La Mejor Versión de Mi - Remix,80,latin,229333,2019,10,acousticness,0.732
Amor A Primera Vista,63,latin,221347,2019,6,acousticness,0.223
Tu Vida en la Mía,10,latin,373200,2019,2,acousticness,0.37
Kitipun,60,latin,216947,2019,4,acousticness,0.405
Inmortal,73,latin,256440,2019,4,acousticness,0.178
Vivir Bailando,67,latin,214413,2019,1,acousticness,0.104
Lo Que Te Di,64,latin,241760,2019,5,acousticness,0.608
Hasta Viejitos (feat. Carlos Vives),59,latin,199996,2019,9,acousticness,0.015
"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt)",51,latin,219107,2019,4,acousticness,0.0727
Cosas Bonitas,54,latin,260632,2019,6,acousticness,0.486
Loma de Cayenas,51,latin,227907,2019,5,acousticness,0.342
La Demanda,65,latin,234480,2019,4,acousticness,0.102
Morir Solo,67,latin,242343,2019,8,acousticness,0.246
Cántalo,72,latin,218996,2019,11,acousticness,0.0339
Corazón Enamorado,49,latin,189520,2019,4,acousticness,0.763
Canalla,68,latin,225387,2019,4,acousticness,0.148
No Te Contaron Mal,62,latin,278824,2019,1,acousticness,0.0211
Vallenato Apretao,60,latin,158120,2019,10,acousticness,0.0951
Payasos,66,latin,203427,2019,4,acousticness,0.245
El Mentiroso,5,latin,183613,2019,3,acousticness,0.0988
Añoranza,39,latin,291533,2019,5,acousticness,0.385
Cariñito,2,latin,219733,2019,4,acousticness,0.129
Sin Tu Amor,43,latin,215500,2019,2,acousticness,0.123
Soltero,44,latin,260432,2019,9,acousticness,0.414
Con los Ojos Cerrados,43,latin,220893,2019,5,acousticness,0.141
La Película II,39,latin,257484,2019,10,acousticness,0.651
Vamos a Escapar - Salsa Version,55,latin,274650,2019,2,acousticness,0.385
Tan Buena,64,latin,225107,2019,5,acousticness,0.0436
Besos de Amor,38,latin,272722,2019,8,acousticness,0.368
Lo Que Yo Quiero,43,latin,244053,2019,11,acousticness,0.37
Enamórate Bailando,38,latin,267333,2019,2,acousticness,0.63
Donde Estabas Anoche,44,latin,238712,2019,1,acousticness,0.503
Ahí Ahí,54,latin,210920,2019,5,acousticness,0.58
Culpable - Remix / Versión Salsa,49,latin,197167,2019,8,acousticness,0.426
Noches de Fantasía - Salsa Mix,33,latin,241113,2019,10,acousticness,0.347
Soñé Contigo,45,latin,174976,2019,6,acousticness,0.298
El Afortunado,43,latin,265821,2019,5,acousticness,0.666
Mas de Mi,48,latin,307320,2019,5,acousticness,0.481
Ay De Mi,34,latin,282333,2019,5,acousticness,0.695
Perdóname,50,latin,222408,2019,9,acousticness,0.114
El Que Siempre Soñó,34,latin,323682,2019,6,acousticness,0.696
Me Enamoro Mas de Ti,40,latin,270200,2019,5,acousticness,0.0281
Alucinado,45,latin,270200,2019,8,acousticness,0.196
Candela,49,latin,206719,2019,4,acousticness,0.153
Años Luz,62,latin,220320,2019,4,acousticness,0.205
El Tren del Sabor,40,latin,279573,2019,5,acousticness,0.204
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,64,latin,237508,2019,10,acousticness,0.224
Me Sale Bien,43,latin,197463,2019,4,acousticness,0.895
Un Bossa +,56,latin,86000,2019,1,acousticness,0.931
Ricocó,45,latin,228000,2019,2,acousticness,0.00081
Solo Le Dije,51,latin,236362,2019,4,acousticness,0.638
Dividido,50,latin,214778,2019,3,acousticness,0.719
¿A Dónde Vas?,44,latin,220827,2019,8,acousticness,0.5
Arráncame - Live,49,latin,209987,2019,8,acousticness,0.502
Claridad,46,latin,173292,2019,9,acousticness,0.196
Tropical (feat. Ondina),40,latin,195187,2019,5,acousticness,0.963
Ola Adiós,47,latin,183973,2019,8,acousticness,0.809
Viaje Tropical - Live,41,latin,215060,2019,9,acousticness,0.0418
Helado de Mango,45,latin,208434,2019,3,acousticness,0.138
Ya No Te Quiero,47,latin,224293,2019,7,acousticness,0.324
Somos Dos,42,latin,217021,2019,9,acousticness,0.842
Wannajuato,38,latin,180000,2019,9,acousticness,0.37
Sonreír,55,latin,211480,2019,11,acousticness,0.286
Fishaman (feat. Elkin Robinson),48,latin,217828,2019,2,acousticness,0.424
Quisiera,49,latin,234485,2019,9,acousticness,0.624
Aloha,59,latin,187392,2019,11,acousticness,0.101
Sobre La Mesa,38,latin,202403,2019,6,acousticness,0.605
Quédate,63,latin,175733,2019,11,acousticness,0.431
Caribeña,40,latin,191141,2019,3,acousticness,0.408
Amor De Verano,49,latin,186387,2019,10,acousticness,0.198
Todo el Día en la Cama,40,latin,256948,2019,11,acousticness,0.654
Sweet & Gentle - Me Lo Dijo Adela,44,latin,177002,2019,6,acousticness,0.645
Temes,47,latin,196985,2019,5,acousticness,0.754
Kumbayeo,40,latin,214000,2019,11,acousticness,0.19
Morena,39,latin,189228,2019,9,acousticness,0.14
Agua Salada,47,latin,210480,2019,10,acousticness,0.344
Tú,62,latin,206612,2019,9,acousticness,0.625
Al Amanecer,33,latin,231473,2019,8,acousticness,0.483
Espiritual,39,latin,231275,2019,11,acousticness,0.35
Muerte En Hawaii,39,latin,186689,2019,9,acousticness,0.894
4am,40,latin,217996,2019,6,acousticness,0.619
Raúl en el Baúl,41,latin,188742,2019,6,acousticness,0.0112
PERLA,41,latin,174882,2019,10,acousticness,0.00202
Vértigo,49,latin,206752,2019,9,acousticness,0.162
Vaivén,39,latin,178734,2019,3,acousticness,0.0182
Agua,37,latin,164000,2019,5,acousticness,0.629
Identidad (feat. Ibeyi),40,latin,267989,2019,5,acousticness,0.887
X,39,latin,167442,2019,9,acousticness,0.935
Manantial en la Arena,42,latin,239113,2019,12,acousticness,0.56
Mis Muertos,51,latin,141490,2019,11,acousticness,0.325
El Pulque,37,latin,185378,2019,11,acousticness,0.358
Como Fuego,42,latin,184925,2019,1,acousticness,0.952
Quisiera,42,latin,233987,2019,5,acousticness,0.582
La Malquerida,36,latin,231212,2019,5,acousticness,0.115
Colores,36,latin,214336,2019,1,acousticness,0.274
Cigarros y Tragos,44,latin,355372,2019,8,acousticness,0.66
De Aquí Pa Allá,35,latin,184101,2019,4,acousticness,0.193
Me Gustas Tú,38,latin,254318,2019,9,acousticness,0.898
Quema,44,latin,206148,2019,11,acousticness,0.0875
Clandestino (feat. Calypso Rose),54,latin,158715,2019,5,acousticness,0.756
Pánico Cero,39,latin,262532,2019,5,acousticness,0.356
Guayaba,41,latin,212133,2019,10,acousticness,0.502
La Futura,36,latin,267494,2019,11,acousticness,0.318
Eres Tú,39,latin,159840,2019,9,acousticness,0.573
Desierto,39,latin,173044,2019,3,acousticness,0.405
La Bicicleta,42,latin,226000,2019,9,acousticness,0.916
Scab,38,latin,227600,2019,6,acousticness,0.195
Y Ahora,38,latin,192000,2019,11,acousticness,0.065
El Sueno de Frida,38,latin,224452,2019,7,acousticness,0.797
Pequeña Niña,35,latin,202026,2019,5,acousticness,0.837
Esto Es Real (8100mg),39,latin,298520,2019,3,acousticness,0.000974
La Primavera,40,latin,213063,2019,5,acousticness,0.288
Naufragar,37,latin,194400,2019,12,acousticness,0.66
El Cafetal,39,latin,244660,2019,3,acousticness,0.547
I'll Play The Fool,16,latin,168333,2019,4,acousticness,0.57
BocaRosa,26,latin,222702,2019,5,acousticness,0.77
Paso a Huella - Captain Planet Remix,35,latin,207621,2019,12,acousticness,0.0776
Oxum,38,latin,210000,2019,9,acousticness,0.415
Chica Fugaz,37,latin,138364,2019,10,acousticness,0.507
Sacarte a Bailar,50,latin,190909,2019,4,acousticness,0.299
Birthright,48,latin,183566,2019,5,acousticness,0.0183
Sumatra,59,latin,176308,2019,10,acousticness,0.609
Idiot (SLCT Remix) (Instrumental Version),52,latin,191615,2019,9,acousticness,0.508
7 AM,45,latin,211932,2019,2,acousticness,0.049
Lost Lake,53,latin,210875,2019,3,acousticness,0.000156
We Will Get It Right,40,latin,246188,2019,4,acousticness,0.0806
Laith,33,latin,209000,2019,9,acousticness,0.307
Swerve,54,latin,191441,2019,5,acousticness,0.505
Leftovers,43,latin,209313,2019,2,acousticness,0.204
Sunbathing,43,latin,319598,2019,9,acousticness,0.166
You like It,42,latin,181707,2019,4,acousticness,0.0722
I Can't Help That I Miss You Now (Instrumental Version),54,latin,212727,2019,7,acousticness,0.0403
Gonna Save Me,44,latin,239041,2019,3,acousticness,0.0523
Past Adventures,37,latin,342339,2019,2,acousticness,0.0365
Silent (Instrumental Version),51,latin,184854,2019,6,acousticness,0.0759
Push,53,latin,335336,2019,9,acousticness,0.0065
Tyto,37,latin,222331,2019,7,acousticness,0.57
Ever After,48,latin,227755,2019,3,acousticness,0.107
Lupino,59,latin,200697,2019,7,acousticness,0.462
Easy to Adore You,58,latin,160000,2019,12,acousticness,0.293
Blueblurry,45,latin,285004,2019,4,acousticness,0.00404
Sunbeam,40,latin,170559,2019,1,acousticness,0.00557
Mexico Para Sempre,42,latin,182058,2019,4,acousticness,0.0209
Lost in Atlantis,52,latin,203625,2019,9,acousticness,0.193
Deserter,45,latin,210875,2019,7,acousticness,0.0165
Send Me Home,38,latin,221621,2019,10,acousticness,0.054
Travellers,56,latin,200078,2019,7,acousticness,0.565
We're the Tide,36,latin,213101,2019,5,acousticness,0.0161
Don't Say You Don't (Instrumental Version),44,latin,194734,2019,6,acousticness,0.0172
Portimao,51,latin,206018,2019,9,acousticness,0.474
A Teenage Dream (Instrumental Version),37,latin,251707,2019,9,acousticness,0.192
Kirnua,52,latin,227899,2019,4,acousticness,0.0335
8 Money,54,latin,192226,2019,5,acousticness,0.177
Summer Love,45,latin,177931,2019,11,acousticness,0.102
Last Forever,48,latin,254706,2019,12,acousticness,0.172
Non Stop Never Stop,43,latin,186618,2019,9,acousticness,0.153
Someone You Loved - Madism Radio Mix,67,latin,157172,2019,2,acousticness,0.519
Beautiful,54,latin,150000,2019,3,acousticness,0.0318
Discovery - Sunrise Mix,51,latin,180000,2019,6,acousticness,0.091
Young & Reckless,48,latin,190000,2019,1,acousticness,0.166
I'm Going Like,55,latin,185681,2019,1,acousticness,0.0207
Sweat On Me,46,latin,194495,2019,1,acousticness,0.0203
Breakfast In America,50,latin,205861,2019,8,acousticness,0.0385
Gold,52,latin,181899,2019,1,acousticness,0.539
Beautiful People (feat. Khalid) - NOTD Remix,66,latin,162081,2019,7,acousticness,0.00715
Sun Is Shining,40,latin,194025,2019,5,acousticness,0.528
Walk Away,47,latin,164053,2019,7,acousticness,0.131
Falling Like The Stars - Madism Remix,59,latin,181827,2019,5,acousticness,0.643
On The Streets of Dún Laoghaire - Boonz Remix,27,latin,194534,2019,5,acousticness,0.043
Good Life,45,latin,190347,2019,7,acousticness,0.0533
Sun Comes Out,49,latin,175695,2019,5,acousticness,0.00781
Praying To A God - Melio Remix,43,latin,213542,2019,3,acousticness,0.197
Somebody Like Me (feat. ORKID),47,latin,196516,2019,3,acousticness,0.0277
Kinder Eyes (feat. Ryann),48,latin,181899,2019,1,acousticness,0.0904
Lucky Ones,55,latin,181760,2019,5,acousticness,0.12
Get Out,46,latin,150005,2019,8,acousticness,0.0797
Blinding Lights,65,latin,130900,2019,8,acousticness,0.167
Dancing In The Dark (feat. Christof Jeppsson),47,latin,170594,2019,10,acousticness,0.00696
Don't Need Diamonds,40,latin,164885,2019,2,acousticness,0.00834
Moving On,33,latin,206494,2019,8,acousticness,0.561
La Boca,80,latin,206279,2019,5,acousticness,0.0655
Cristina (feat. Shelow Shaq),77,latin,186893,2019,3,acousticness,0.183
Te Olvidaré,67,latin,185415,2019,6,acousticness,0.0748
Pega Pega,65,latin,219600,2019,5,acousticness,0.124
Con Mi Amiga,59,latin,229945,2019,5,acousticness,0.293
Mi Canción Perdida,46,latin,234500,2019,5,acousticness,0.477
Me Hubieras Dicho,55,latin,217731,2019,8,acousticness,0.689
Píntame,47,latin,219831,2019,5,acousticness,0.0904
Lámpara Pa' Mis Pies,52,latin,180267,2019,5,acousticness,0.665
"Si Te Atreves - Canción Original De La Película ""Los Japón""",50,latin,164664,2019,5,acousticness,0.285
Borinquen Bella (feat. Zion & Lennox),63,latin,224653,2019,4,acousticness,0.16
Te Quedaste Solo,45,latin,195867,2019,5,acousticness,0.2
Bien Chevere,34,latin,216810,2019,5,acousticness,0.0428
Hookah & Sheridan's (Bachata Version),54,latin,207273,2019,2,acousticness,0.259
Contra La Pared,79,latin,224681,2019,3,acousticness,0.0156
Celebration (feat. Ky-Mani Marley),61,latin,231933,2019,10,acousticness,0.108
Contento,1,latin,218406,2019,6,acousticness,0.0145
Tu Amor Es Como Un Río,50,latin,227840,2019,5,acousticness,0.716
Don Juan & Cupido,49,latin,230896,2019,5,acousticness,0.72
Palm Beach,48,latin,184907,2019,5,acousticness,0.493
La China Medina,27,latin,241355,2019,5,acousticness,0.0354
Sunday,28,latin,141622,2019,5,acousticness,0.796
Lluvia,28,latin,321061,2019,5,acousticness,0.535
Pa Los Files,27,latin,205056,2019,5,acousticness,0.127
Escolheu a Pessoa Errada (Acústico no Palhinha),40,latin,232518,2019,12,acousticness,0.917
AmarElo (Sample: Sujeito de Sorte - Belchior),61,latin,321493,2019,6,acousticness,0.0344
Andar em Paz,44,latin,215813,2019,12,acousticness,0.64
Oração,48,latin,239669,2019,11,acousticness,0.811
Geminiana,63,latin,164820,2019,11,acousticness,0.351
Beijo Grego,33,latin,222907,2019,10,acousticness,0.844
Oasis - Ao Vivo no Estúdio MangoLab,52,latin,263640,2019,8,acousticness,0.828
20ver,46,latin,198101,2019,8,acousticness,0.208
Calmô,55,latin,254559,2019,3,acousticness,0.333
Um Pôr do Sol Na Praia,64,latin,188416,2019,7,acousticness,0.284
De Dentro do AP,37,latin,286625,2019,9,acousticness,0.0643
Presente - A COLORS SHOW,48,latin,295000,2019,12,acousticness,0.504
Encaracolado,29,latin,254000,2019,1,acousticness,0.561
Cacto,34,latin,176144,2019,11,acousticness,0.361
Só,34,latin,203267,2019,12,acousticness,0.286
Maria João,26,latin,213000,2019,11,acousticness,0.197
Sem V.O.C.E,43,latin,246032,2019,9,acousticness,0.193
Banquete,41,latin,157964,2019,9,acousticness,0.423
Sinastria,33,latin,194180,2019,11,acousticness,0.196
Volta,43,latin,237263,2019,5,acousticness,0.426
Ficar Sem Você,34,latin,192069,2019,8,acousticness,0.209
Colo,34,latin,197077,2019,5,acousticness,0.185
Incendiário,35,latin,108669,2019,8,acousticness,0.586
Longe - Acústico,23,latin,139429,2019,11,acousticness,0.911
Louquinho,63,latin,176556,2019,7,acousticness,0.274
