track_name,track_popularity,playlist_genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,track_album_release_year,track_album_release_month
Night on Fire,37,rock,0.596,0.954,0.0515,0.115,5.42e-06,0.106,0.548,223380,2019,11
Our Revolution,26,rock,0.554,0.994,0.165,0.0027,0.0,0.137,0.221,237558,2019,6
Hollow Bastion,44,rock,0.402,0.953,0.0955,4.52e-05,0.000125,0.345,0.29,204125,2019,12
Electric,23,rock,0.55,0.962,0.068,0.000112,0.000666,0.294,0.314,291360,2019,3
Can't Hold On,23,rock,0.578,0.538,0.0275,0.00212,6.36e-06,0.119,0.211,227260,2019,12
Wide Awake,36,rock,0.475,0.904,0.054,1.64e-05,0.0,0.166,0.365,199614,2019,11
Inside Out,69,rock,0.476,0.991,0.15,0.00191,0.0,0.121,0.202,226349,2019,12
Dead Machine,41,rock,0.522,0.974,0.285,0.000505,4.71e-05,0.145,0.171,166688,2019,7
At Your Altar,20,rock,0.503,0.915,0.036,0.000216,0.001,0.0635,0.447,190213,2019,3
ONE OF US,58,rock,0.645,0.85,0.193,0.00119,0.0,0.241,0.45,204267,2019,1
P Is for Pompeii,25,rock,0.548,0.888,0.066,0.000786,0.00737,0.109,0.446,210036,2019,5
Resentment,70,rock,0.512,0.952,0.167,8.63e-05,4.16e-05,0.0544,0.17,227267,2019,11
The Warlock,30,rock,0.511,0.822,0.0448,0.000257,0.00371,0.0366,0.788,163826,2019,9
wonderful life (feat. Dani Filth),62,rock,0.406,0.964,0.206,0.000416,0.000231,0.401,0.406,274403,2019,1
Back Foot,53,rock,0.547,0.922,0.0858,0.00619,1.13e-05,0.349,0.844,188653,2019,6
Low,62,rock,0.5,0.967,0.0534,1.25e-05,6.16e-05,0.12,0.498,227093,2019,8
Faint,57,rock,0.502,0.905,0.0713,0.00151,0.0,0.305,0.405,165747,2019,4
Wasted,34,rock,0.486,0.714,0.0433,0.000102,0.0001,0.0851,0.33,227911,2019,9
So Far Down,30,rock,0.377,0.92,0.148,0.000101,0.0,0.119,0.475,204802,2019,3
Bow Down,69,rock,0.426,0.959,0.0525,5.36e-05,6.54e-06,0.707,0.372,242680,2019,3
Unsainted,77,rock,0.427,0.946,0.0469,0.000118,0.0253,0.0604,0.237,260773,2019,8
You'll Never Find Me,66,rock,0.581,0.903,0.0786,9.07e-05,0.124,0.187,0.177,220881,2019,9
Welcome Home,49,rock,0.417,0.948,0.135,0.000484,1.07e-06,0.237,0.162,272503,2019,9
Cross Off,51,rock,0.532,0.935,0.129,0.0001,0.0,0.0989,0.325,253446,2019,3
Who I Am,58,rock,0.502,0.968,0.155,0.000909,1.46e-06,0.621,0.209,221760,2019,8
MZRY,51,rock,0.412,0.892,0.0635,0.000778,1.77e-05,0.0673,0.342,244615,2019,7
Run,26,rock,0.364,0.953,0.0941,0.00447,0.0,0.281,0.551,262190,2019,11
Daddys Little Evil,16,rock,0.444,0.859,0.0299,0.0104,0.000543,0.0864,0.626,208257,2019,10
Firecracker,14,rock,0.485,0.76,0.0383,0.00239,1.2e-05,0.12,0.317,200854,2019,12
Blame,41,rock,0.563,0.862,0.053,0.000757,2.11e-06,0.352,0.773,163781,2019,10
The Throne,14,rock,0.5,0.444,0.0274,0.00733,0.0,0.0618,0.162,255313,2019,10
Dream On,14,rock,0.277,0.883,0.049,4.23e-05,0.0595,0.0845,0.425,198800,2019,10
In a City,30,rock,0.493,0.689,0.0324,0.0719,0.0,0.151,0.429,218609,2019,10
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),64,rock,0.375,0.895,0.0605,0.0221,0.000244,0.661,0.67,317078,2019,12
"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",60,rock,0.45,0.872,0.0353,0.0018,1.61e-05,0.0833,0.396,274615,2019,4
Oh My God,52,rock,0.315,0.975,0.198,0.000368,0.0,0.248,0.35,252689,2019,6
Burn,25,rock,0.522,0.971,0.109,4.8e-05,0.0534,0.054,0.195,223720,2019,2
Truth To the Weak (Not Built To Collapse),39,rock,0.492,0.939,0.369,0.0389,0.0,0.23,0.576,217133,2019,7
Ambush,15,rock,0.509,0.933,0.0547,0.00147,0.00345,0.352,0.58,200410,2019,3
Renegade Music,50,rock,0.412,0.896,0.0967,0.000155,0.00471,0.134,0.434,203921,2019,1
333,38,rock,0.515,0.997,0.112,0.00067,3.07e-06,0.373,0.461,196587,2019,3
TV Dinner,30,rock,0.297,0.974,0.135,0.00366,0.0,0.113,0.227,115000,2019,10
Stuck in My Head,9,rock,0.56,0.28,0.0378,0.865,0.0015,0.121,0.0395,186000,2019,10
Lost 蛇,50,rock,0.357,0.955,0.203,6.19e-05,0.00114,0.108,0.306,213830,2019,12
Medisin,46,rock,0.559,0.803,0.107,0.00719,0.0,0.793,0.316,135115,2019,7
Devil’s Den 鬼,38,rock,0.521,0.969,0.156,0.000109,0.000128,0.315,0.518,217350,2019,7
Devil's Den (Remix),40,rock,0.654,0.936,0.134,0.605,0.0,0.0562,0.702,157370,2019,5
YOU & I,43,rock,0.469,0.983,0.188,9.43e-05,5.53e-06,0.337,0.37,238835,2019,12
Inner Hell,26,rock,0.493,0.903,0.061,1.22e-05,0.0172,0.0653,0.138,256000,2019,12
Summiteer,45,rock,0.397,0.961,0.107,9.12e-05,4.08e-06,0.159,0.446,191250,2019,12
Pavement,38,rock,0.487,0.847,0.0391,0.000858,1.28e-05,0.109,0.309,213281,2019,11
Uni,40,rock,0.46,0.941,0.0855,0.000254,0.0675,0.331,0.279,217500,2019,11
Emerge,33,rock,0.45,0.923,0.0435,2.95e-05,0.00304,0.152,0.36,252409,2019,11
G X D S ?,37,rock,0.651,0.871,0.384,0.0267,3.84e-06,0.124,0.151,169955,2019,1
I Got It,33,rock,0.716,0.658,0.0689,0.167,0.0,0.0959,0.683,134400,2019,6
Beauty Queen,39,rock,0.418,0.992,0.156,0.00886,0.293,0.941,0.113,214384,2019,12
Eléktron - Ao Vivo,24,rock,0.428,0.386,0.0294,0.274,0.828,0.111,0.36,265695,2019,2
I Take Everything I Can,28,rock,0.408,0.972,0.115,0.00312,0.0016,0.062,0.429,241198,2019,10
Empires,28,rock,0.415,0.925,0.0573,2.16e-06,0.000953,0.0922,0.185,217200,2019,10
MisGuided,34,rock,0.435,0.91,0.0486,6.88e-05,2.97e-05,0.106,0.467,227663,2019,8
Bad Guy,25,rock,0.511,0.756,0.149,0.00117,0.00813,0.107,0.756,196572,2019,8
We Built This City,35,rock,0.619,0.958,0.0583,0.0112,1.14e-05,0.137,0.69,292667,2019,11
Recoiled,36,rock,0.306,0.973,0.116,0.000166,1.57e-05,0.273,0.586,215520,2019,11
Quid Pro Quo,35,rock,0.466,0.926,0.072,5.86e-05,0.000571,0.0731,0.56,219253,2019,11
Out of Place,33,rock,0.509,0.582,0.0416,0.0665,1.35e-06,0.398,0.622,189032,2019,9
Bangladesh,27,rock,0.618,0.828,0.0429,0.00404,3.89e-05,0.127,0.549,229000,2019,9
Fugados del Blister,29,rock,0.663,0.929,0.0385,0.00875,0.0,0.15,0.552,206000,2019,9
Survivor's Guilt,21,rock,0.511,0.886,0.07,0.00291,9.07e-06,0.0715,0.305,242625,2019,10
Even Angels,39,rock,0.628,0.797,0.0265,0.127,1.43e-05,0.134,0.349,232220,2019,9
She's High Again,40,rock,0.557,0.809,0.0302,0.124,0.0115,0.123,0.938,219337,2019,10
Como Vos,31,rock,0.615,0.784,0.0268,0.000998,0.000111,0.0962,0.711,191583,2019,9
On the Line,29,rock,0.657,0.347,0.0274,0.935,0.424,0.152,0.35,201267,2019,11
Ramona,30,rock,0.398,0.511,0.0304,0.609,0.0,0.31,0.539,164280,2019,11
Success,29,rock,0.643,0.61,0.036,0.0061,0.0531,0.204,0.587,195612,2019,9
Bubblegum,30,rock,0.722,0.793,0.0375,0.018,1.77e-05,0.117,0.763,186251,2019,3
Walking Down The Road,36,rock,0.686,0.524,0.0338,0.284,7.95e-05,0.145,0.78,156087,2019,10
I'll Always Be Your Fool,36,rock,0.593,0.412,0.0357,0.628,0.00139,0.178,0.698,203154,2019,10
Time,35,rock,0.532,0.718,0.0422,0.014,0.0,0.0781,0.439,239375,2019,10
'Til the Cows Come Home,30,rock,0.672,0.748,0.0438,0.0111,0.0,0.077,0.783,199800,2019,3
Drive,34,rock,0.506,0.939,0.121,0.0108,0.0,0.307,0.687,203747,2019,8
Running in Circles,23,rock,0.5,0.84,0.0413,0.429,0.0,0.122,0.397,238080,2019,11
Chance,16,rock,0.683,0.694,0.1,0.0682,7.1e-05,0.175,0.598,142452,2019,11
Countdown,26,rock,0.586,0.792,0.0355,0.179,0.0,0.222,0.558,247225,2019,11
Out of Sight,21,rock,0.597,0.797,0.0281,0.00535,6.18e-05,0.147,0.544,213625,2019,11
Picture,25,rock,0.573,0.479,0.0247,0.0391,0.123,0.107,0.258,270308,2019,11
Strangers After,21,rock,0.526,0.794,0.0322,0.0115,0.0364,0.181,0.411,229603,2019,11
Hard Luck,21,rock,0.531,0.93,0.0435,0.00887,0.000158,0.184,0.69,176687,2019,11
This Is Living,21,rock,0.361,0.922,0.0477,0.00675,0.000205,0.121,0.641,201700,2019,11
Drink,23,rock,0.255,0.947,0.105,0.000218,0.000393,0.388,0.352,254240,2019,9
You're Never Gonna Like Me,17,rock,0.339,0.918,0.0564,1.44e-05,0.0122,0.134,0.379,241667,2019,9
Suicide (Gonna Make Its Call),23,rock,0.211,0.96,0.0733,1.64e-05,0.0106,0.205,0.248,272920,2019,9
Bloodstained,33,rock,0.609,0.383,0.0291,0.238,2.47e-06,0.148,0.146,200680,2019,2
Like You,32,rock,0.684,0.453,0.0306,0.0144,0.00011,0.107,0.324,230924,2019,2
Demons,29,rock,0.162,0.915,0.101,8.26e-05,0.000388,0.0821,0.386,317519,2019,8
All over the World,29,rock,0.615,0.905,0.0593,0.00158,0.0,0.104,0.611,212246,2019,8
Dreaming of You,27,rock,0.471,0.941,0.123,0.000217,0.0,0.103,0.487,222669,2019,8
349,18,rock,0.497,0.715,0.032,1.24e-05,0.357,0.301,0.366,224496,2019,11
Confessions,18,rock,0.484,0.991,0.138,2.32e-05,0.0193,0.1,0.163,225250,2019,9
Insanity,20,rock,0.465,0.991,0.133,2.55e-05,0.0384,0.0908,0.185,216214,2019,9
Una Vez Más,21,rock,0.57,0.717,0.0291,8.93e-05,0.00126,0.0812,0.61,210074,2019,4
Ugly,21,rock,0.651,0.573,0.0432,0.00234,0.0,0.121,0.0864,145169,2019,3
Gave 'em Love,21,rock,0.529,0.623,0.305,0.0743,0.0,0.104,0.606,171119,2019,3
Teenagers,21,rock,0.783,0.443,0.258,0.514,0.0,0.111,0.489,138898,2019,3
Don't Surrender,25,rock,0.644,0.596,0.0356,0.00212,0.0,0.16,0.727,173000,2019,12
Messiah,44,latin,0.61,0.748,0.0475,0.0736,0.0,0.112,0.624,184200,2019,10
Never Alone,67,latin,0.675,0.827,0.038,0.0559,2.46e-06,0.126,0.446,176594,2019,9
Better Off Alone,56,latin,0.721,0.508,0.0809,0.0571,0.0116,0.109,0.181,173500,2019,10
Are You Mine,54,latin,0.613,0.694,0.0314,0.104,2.7e-06,0.0571,0.589,209477,2019,5
What I'd Give,57,latin,0.745,0.669,0.0316,0.00761,0.0,0.118,0.513,191321,2019,9
Illuminate,47,latin,0.709,0.822,0.065,0.0641,1.56e-05,0.112,0.355,140164,2019,7
Moment,47,latin,0.818,0.734,0.0613,0.0014,0.00177,0.0754,0.348,190133,2019,10
Don't Let Go,50,latin,0.616,0.701,0.029,0.445,0.00388,0.0844,0.299,157500,2019,10
Parecen Viernes,71,latin,0.658,0.863,0.0352,0.287,1.53e-05,0.16,0.967,268440,2019,5
La Mejor Versión de Mi - Remix,80,latin,0.735,0.712,0.0326,0.732,0.0,0.302,0.894,229333,2019,10
Amor A Primera Vista,63,latin,0.675,0.821,0.0668,0.223,5.11e-05,0.149,0.96,221347,2019,6
Tu Vida en la Mía,10,latin,0.68,0.864,0.0339,0.37,0.000309,0.373,0.851,373200,2019,2
Kitipun,60,latin,0.857,0.676,0.0316,0.405,0.0,0.0951,0.747,216947,2019,4
Inmortal,73,latin,0.77,0.775,0.0349,0.178,0.0,0.0651,0.848,256440,2019,4
Vivir Bailando,67,latin,0.846,0.848,0.121,0.104,0.0,0.0837,0.553,214413,2019,1
Lo Que Te Di,64,latin,0.714,0.891,0.0344,0.608,6.71e-06,0.288,0.652,241760,2019,5
Hasta Viejitos (feat. Carlos Vives),59,latin,0.664,0.849,0.0416,0.015,0.0,0.0559,0.723,199996,2019,9
"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt)",51,latin,0.719,0.665,0.0492,0.0727,0.0,0.33,0.906,219107,2019,4
Cosas Bonitas,54,latin,0.757,0.759,0.0385,0.486,4.1e-06,0.305,0.727,260632,2019,6
Loma de Cayenas,51,latin,0.839,0.899,0.127,0.342,0.0,0.0969,0.964,227907,2019,5
La Demanda,65,latin,0.865,0.712,0.0397,0.102,1.22e-06,0.311,0.951,234480,2019,4
Morir Solo,67,latin,0.78,0.779,0.0318,0.246,0.0,0.298,0.903,242343,2019,8
Cántalo,72,latin,0.708,0.795,0.116,0.0339,0.0,0.362,0.731,218996,2019,11
Corazón Enamorado,49,latin,0.879,0.488,0.0364,0.763,3.94e-06,0.141,0.888,189520,2019,4
Canalla,68,latin,0.878,0.875,0.0453,0.148,0.0,0.145,0.902,225387,2019,4
No Te Contaron Mal,62,latin,0.64,0.822,0.036,0.0211,0.0612,0.147,0.562,278824,2019,1
Vallenato Apretao,60,latin,0.789,0.787,0.0838,0.0951,0.0,0.187,0.575,158120,2019,10
Payasos,66,latin,0.855,0.698,0.0447,0.245,0.0,0.347,0.906,203427,2019,4
El Mentiroso,5,latin,0.783,0.84,0.0419,0.0988,0.0,0.0862,0.935,183613,2019,3
Añoranza,39,latin,0.745,0.538,0.136,0.385,0.0,0.0796,0.927,291533,2019,5
Cariñito,2,latin,0.771,0.638,0.0378,0.129,0.0579,0.236,0.653,219733,2019,4
Sin Tu Amor,43,latin,0.723,0.657,0.0338,0.123,0.0492,0.277,0.871,215500,2019,2
Soltero,44,latin,0.806,0.833,0.0538,0.414,0.0,0.331,0.918,260432,2019,9
Con los Ojos Cerrados,43,latin,0.719,0.875,0.0381,0.141,0.0,0.188,0.921,220893,2019,5
La Película II,39,latin,0.709,0.802,0.0853,0.651,3.14e-06,0.0507,0.857,257484,2019,10
Vamos a Escapar - Salsa Version,55,latin,0.728,0.793,0.0429,0.385,1.09e-06,0.3,0.64,274650,2019,2
Tan Buena,64,latin,0.833,0.831,0.0733,0.0436,0.000346,0.214,0.847,225107,2019,5
Besos de Amor,38,latin,0.722,0.793,0.063,0.368,1.66e-06,0.038,0.922,272722,2019,8
Lo Que Yo Quiero,43,latin,0.694,0.83,0.0369,0.37,9.71e-06,0.194,0.808,244053,2019,11
Enamórate Bailando,38,latin,0.667,0.941,0.0414,0.63,0.0002,0.325,0.747,267333,2019,2
Donde Estabas Anoche,44,latin,0.75,0.879,0.0412,0.503,6.35e-05,0.104,0.898,238712,2019,1
Ahí Ahí,54,latin,0.803,0.557,0.0798,0.58,0.000322,0.0891,0.36,210920,2019,5
Culpable - Remix / Versión Salsa,49,latin,0.673,0.871,0.044,0.426,0.0,0.171,0.948,197167,2019,8
Noches de Fantasía - Salsa Mix,33,latin,0.692,0.83,0.032,0.347,1.92e-06,0.111,0.961,241113,2019,10
Soñé Contigo,45,latin,0.795,0.86,0.0469,0.298,2.02e-05,0.336,0.819,174976,2019,6
El Afortunado,43,latin,0.628,0.81,0.0665,0.666,2.55e-06,0.0598,0.874,265821,2019,5
Mas de Mi,48,latin,0.566,0.82,0.0517,0.481,7.84e-06,0.0836,0.753,307320,2019,5
Ay De Mi,34,latin,0.525,0.554,0.168,0.695,0.0,0.0767,0.738,282333,2019,5
Perdóname,50,latin,0.623,0.88,0.0449,0.114,0.0,0.348,0.859,222408,2019,9
El Que Siempre Soñó,34,latin,0.87,0.859,0.037,0.696,6.96e-06,0.0849,0.921,323682,2019,6
Me Enamoro Mas de Ti,40,latin,0.733,0.879,0.0462,0.0281,1.74e-05,0.219,0.7,270200,2019,5
Alucinado,45,latin,0.683,0.764,0.0492,0.196,0.00247,0.115,0.6,270200,2019,8
Candela,49,latin,0.613,0.805,0.211,0.153,0.0,0.147,0.831,206719,2019,4
Años Luz,62,latin,0.838,0.641,0.032,0.205,0.0,0.123,0.915,220320,2019,4
El Tren del Sabor,40,latin,0.823,0.846,0.107,0.204,2.38e-05,0.0872,0.925,279573,2019,5
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,64,latin,0.673,0.915,0.102,0.224,0.0,0.933,0.41,237508,2019,10
Me Sale Bien,43,latin,0.817,0.362,0.13,0.895,0.000953,0.104,0.213,197463,2019,4
Un Bossa +,56,latin,0.563,0.168,0.0396,0.931,0.0101,0.117,0.6,86000,2019,1
Ricocó,45,latin,0.713,0.726,0.083,0.00081,0.000402,0.103,0.934,228000,2019,2
Solo Le Dije,51,latin,0.607,0.535,0.0441,0.638,0.000958,0.0982,0.562,236362,2019,4
Dividido,50,latin,0.836,0.35,0.0576,0.719,1.78e-06,0.108,0.75,214778,2019,3
¿A Dónde Vas?,44,latin,0.727,0.446,0.0358,0.5,0.000313,0.113,0.535,220827,2019,8
Arráncame - Live,49,latin,0.717,0.734,0.107,0.502,0.0,0.319,0.71,209987,2019,8
Claridad,46,latin,0.823,0.576,0.0684,0.196,6.66e-06,0.105,0.787,173292,2019,9
Tropical (feat. Ondina),40,latin,0.685,0.182,0.0344,0.963,0.0012,0.11,0.157,195187,2019,5
Ola Adiós,47,latin,0.78,0.427,0.0281,0.809,0.00497,0.105,0.826,183973,2019,8
Viaje Tropical - Live,41,latin,0.673,0.599,0.0523,0.0418,7.65e-06,0.105,0.522,215060,2019,9
Helado de Mango,45,latin,0.856,0.566,0.119,0.138,0.000437,0.0341,0.788,208434,2019,3
Ya No Te Quiero,47,latin,0.845,0.403,0.046,0.324,0.0832,0.214,0.377,224293,2019,7
Somos Dos,42,latin,0.725,0.446,0.14,0.842,3.96e-05,0.12,0.856,217021,2019,9
Wannajuato,38,latin,0.794,0.172,0.123,0.37,0.00782,0.0783,0.713,180000,2019,9
Sonreír,55,latin,0.895,0.407,0.0542,0.286,1.52e-06,0.126,0.677,211480,2019,11
Fishaman (feat. Elkin Robinson),48,latin,0.746,0.612,0.304,0.424,0.0,0.0897,0.813,217828,2019,2
Quisiera,49,latin,0.672,0.745,0.0544,0.624,4.99e-06,0.107,0.766,234485,2019,9
Aloha,59,latin,0.801,0.901,0.102,0.101,0.000212,0.107,0.597,187392,2019,11
Sobre La Mesa,38,latin,0.679,0.757,0.0409,0.605,0.00124,0.365,0.927,202403,2019,6
Quédate,63,latin,0.894,0.475,0.148,0.431,0.0,0.0802,0.93,175733,2019,11
Caribeña,40,latin,0.658,0.334,0.129,0.408,1.25e-05,0.67,0.641,191141,2019,3
Amor De Verano,49,latin,0.807,0.755,0.0312,0.198,1.02e-05,0.222,0.869,186387,2019,10
Todo el Día en la Cama,40,latin,0.922,0.652,0.0372,0.654,0.0078,0.34,0.836,256948,2019,11
Sweet & Gentle - Me Lo Dijo Adela,44,latin,0.933,0.452,0.0735,0.645,4.52e-06,0.0795,0.793,177002,2019,6
Temes,47,latin,0.677,0.221,0.0461,0.754,0.000192,0.115,0.518,196985,2019,5
Kumbayeo,40,latin,0.844,0.398,0.0553,0.19,0.000268,0.107,0.809,214000,2019,11
Morena,39,latin,0.683,0.592,0.052,0.14,4.98e-05,0.0882,0.595,189228,2019,9
Agua Salada,47,latin,0.724,0.811,0.0435,0.344,0.0,0.842,0.508,210480,2019,10
Tú,62,latin,0.732,0.555,0.0326,0.625,0.0,0.112,0.729,206612,2019,9
Al Amanecer,33,latin,0.698,0.655,0.0587,0.483,0.131,0.105,0.227,231473,2019,8
Espiritual,39,latin,0.748,0.576,0.0894,0.35,3.63e-06,0.136,0.408,231275,2019,11
Muerte En Hawaii,39,latin,0.718,0.382,0.295,0.894,0.0,0.0807,0.88,186689,2019,9
4am,40,latin,0.595,0.54,0.0261,0.619,0.00411,0.11,0.706,217996,2019,6
Raúl en el Baúl,41,latin,0.699,0.544,0.0544,0.0112,0.0,0.0605,0.829,188742,2019,6
PERLA,41,latin,0.686,0.82,0.0378,0.00202,0.0513,0.239,0.72,174882,2019,10
Vértigo,49,latin,0.71,0.536,0.0427,0.162,0.000275,0.135,0.919,206752,2019,9
Vaivén,39,latin,0.644,0.694,0.108,0.0182,0.104,0.133,0.553,178734,2019,3
Agua,37,latin,0.583,0.467,0.04,0.629,0.00591,0.302,0.439,164000,2019,5
Identidad (feat. Ibeyi),40,latin,0.669,0.372,0.207,0.887,0.0169,0.154,0.821,267989,2019,5
X,39,latin,0.459,0.172,0.0534,0.935,0.000193,0.171,0.589,167442,2019,9
Manantial en la Arena,42,latin,0.443,0.617,0.0397,0.56,0.0,0.298,0.664,239113,2019,12
Mis Muertos,51,latin,0.716,0.658,0.0343,0.325,0.0,0.268,0.815,141490,2019,11
El Pulque,37,latin,0.802,0.684,0.0467,0.358,1.36e-06,0.0983,0.845,185378,2019,11
Como Fuego,42,latin,0.762,0.635,0.0665,0.952,0.921,0.116,0.802,184925,2019,1
Quisiera,42,latin,0.633,0.349,0.0334,0.582,2.82e-06,0.0949,0.139,233987,2019,5
La Malquerida,36,latin,0.776,0.854,0.0308,0.115,0.00156,0.0746,0.802,231212,2019,5
Colores,36,latin,0.682,0.598,0.0404,0.274,0.00145,0.0483,0.651,214336,2019,1
Cigarros y Tragos,44,latin,0.581,0.556,0.0659,0.66,0.00686,0.37,0.886,355372,2019,8
De Aquí Pa Allá,35,latin,0.712,0.829,0.0398,0.193,0.0391,0.358,0.794,184101,2019,4
Me Gustas Tú,38,latin,0.846,0.295,0.0786,0.898,4.64e-06,0.102,0.505,254318,2019,9
Quema,44,latin,0.837,0.603,0.26,0.0875,1.76e-06,0.0716,0.591,206148,2019,11
Clandestino (feat. Calypso Rose),54,latin,0.662,0.672,0.117,0.756,1.87e-06,0.239,0.906,158715,2019,5
Pánico Cero,39,latin,0.802,0.611,0.0601,0.356,0.91,0.0668,0.546,262532,2019,5
Guayaba,41,latin,0.803,0.616,0.0305,0.502,2.67e-05,0.108,0.787,212133,2019,10
La Futura,36,latin,0.786,0.821,0.155,0.318,0.0,0.0696,0.604,267494,2019,11
Eres Tú,39,latin,0.609,0.0926,0.102,0.573,0.0,0.104,0.668,159840,2019,9
Desierto,39,latin,0.631,0.674,0.198,0.405,0.0021,0.321,0.408,173044,2019,3
La Bicicleta,42,latin,0.676,0.205,0.0825,0.916,0.0,0.163,0.761,226000,2019,9
Scab,38,latin,0.482,0.613,0.0797,0.195,6.04e-05,0.0967,0.555,227600,2019,6
Y Ahora,38,latin,0.8,0.608,0.0501,0.065,0.344,0.128,0.416,192000,2019,11
El Sueno de Frida,38,latin,0.635,0.454,0.039,0.797,0.871,0.111,0.38,224452,2019,7
Pequeña Niña,35,latin,0.813,0.348,0.0476,0.837,0.000392,0.108,0.843,202026,2019,5
Esto Es Real (8100mg),39,latin,0.601,0.806,0.0321,0.000974,0.206,0.107,0.744,298520,2019,3
La Primavera,40,latin,0.662,0.785,0.119,0.288,0.0,0.166,0.834,213063,2019,5
Naufragar,37,latin,0.718,0.327,0.0347,0.66,0.0,0.199,0.668,194400,2019,12
El Cafetal,39,latin,0.764,0.624,0.0399,0.547,0.833,0.108,0.485,244660,2019,3
I'll Play The Fool,16,latin,0.621,0.713,0.0448,0.57,0.75,0.0958,0.794,168333,2019,4
BocaRosa,26,latin,0.664,0.27,0.0774,0.77,0.547,0.0947,0.208,222702,2019,5
Paso a Huella - Captain Planet Remix,35,latin,0.759,0.612,0.22,0.0776,0.00798,0.0966,0.528,207621,2019,12
Oxum,38,latin,0.633,0.444,0.0297,0.415,0.011,0.132,0.583,210000,2019,9
Chica Fugaz,37,latin,0.485,0.621,0.0356,0.507,6.28e-05,0.162,0.414,138364,2019,10
Sacarte a Bailar,50,latin,0.659,0.493,0.151,0.299,2.99e-05,0.0614,0.639,190909,2019,4
Birthright,48,latin,0.642,0.711,0.0361,0.0183,0.921,0.147,0.0366,183566,2019,5
Sumatra,59,latin,0.71,0.735,0.0474,0.609,0.961,0.109,0.156,176308,2019,10
Idiot (SLCT Remix) (Instrumental Version),52,latin,0.73,0.502,0.0448,0.508,0.846,0.0839,0.463,191615,2019,9
7 AM,45,latin,0.699,0.779,0.0356,0.049,0.0123,0.22,0.206,211932,2019,2
Lost Lake,53,latin,0.71,0.519,0.0444,0.000156,0.911,0.0842,0.588,210875,2019,3
We Will Get It Right,40,latin,0.874,0.732,0.075,0.0806,0.743,0.135,0.445,246188,2019,4
Laith,33,latin,0.651,0.723,0.0474,0.307,0.923,0.531,0.396,209000,2019,9
Swerve,54,latin,0.667,0.564,0.0357,0.505,0.93,0.188,0.264,191441,2019,5
Leftovers,43,latin,0.827,0.732,0.0601,0.204,0.858,0.0563,0.566,209313,2019,2
Sunbathing,43,latin,0.722,0.895,0.0302,0.166,0.865,0.345,0.635,319598,2019,9
You like It,42,latin,0.921,0.483,0.121,0.0722,0.00357,0.102,0.181,181707,2019,4
I Can't Help That I Miss You Now (Instrumental Version),54,latin,0.733,0.754,0.0919,0.0403,0.457,0.144,0.646,212727,2019,7
Gonna Save Me,44,latin,0.71,0.636,0.0389,0.0523,0.92,0.131,0.437,239041,2019,3
Past Adventures,37,latin,0.693,0.851,0.0356,0.0365,0.837,0.0878,0.579,342339,2019,2
Silent (Instrumental Version),51,latin,0.844,0.58,0.0745,0.0759,0.845,0.094,0.46,184854,2019,6
Push,53,latin,0.807,0.668,0.0457,0.0065,0.914,0.121,0.326,335336,2019,9
Tyto,37,latin,0.832,0.756,0.0575,0.57,0.792,0.261,0.143,222331,2019,7
Ever After,48,latin,0.694,0.817,0.0464,0.107,0.834,0.146,0.481,227755,2019,3
Lupino,59,latin,0.864,0.58,0.175,0.462,0.897,0.084,0.424,200697,2019,7
Easy to Adore You,58,latin,0.759,0.783,0.0473,0.293,0.00216,0.0992,0.11,160000,2019,12
Blueblurry,45,latin,0.687,0.602,0.155,0.00404,0.0271,0.0654,0.29,285004,2019,4
Sunbeam,40,latin,0.617,0.906,0.0325,0.00557,0.768,0.0838,0.361,170559,2019,1
Mexico Para Sempre,42,latin,0.807,0.696,0.0494,0.0209,0.875,0.0648,0.487,182058,2019,4
Lost in Atlantis,52,latin,0.758,0.574,0.036,0.193,0.921,0.119,0.398,203625,2019,9
Deserter,45,latin,0.711,0.873,0.0393,0.0165,0.742,0.16,0.795,210875,2019,7
Send Me Home,38,latin,0.842,0.632,0.066,0.054,0.828,0.103,0.503,221621,2019,10
Travellers,56,latin,0.596,0.585,0.034,0.565,0.904,0.199,0.132,200078,2019,7
We're the Tide,36,latin,0.699,0.848,0.0341,0.0161,0.642,0.072,0.364,213101,2019,5
Don't Say You Don't (Instrumental Version),44,latin,0.819,0.46,0.201,0.0172,0.908,0.0928,0.677,194734,2019,6
Portimao,51,latin,0.622,0.564,0.1,0.474,0.844,0.113,0.298,206018,2019,9
A Teenage Dream (Instrumental Version),37,latin,0.729,0.793,0.0365,0.192,0.878,0.189,0.197,251707,2019,9
Kirnua,52,latin,0.804,0.872,0.056,0.0335,0.847,0.117,0.496,227899,2019,4
8 Money,54,latin,0.721,0.771,0.0381,0.177,0.332,0.12,0.189,192226,2019,5
Summer Love,45,latin,0.674,0.592,0.0483,0.102,0.24,0.2,0.603,177931,2019,11
Last Forever,48,latin,0.66,0.734,0.0334,0.172,0.888,0.0856,0.104,254706,2019,12
